Risk ID,Risk Title,Risk Description,Risk Category,Sub-Category,Sector,Department / Unit,Project Name,Project Code,Project Phase,Process Group,Risk Owner,Stakeholder Group,Date Identified,Probability Rating,Impact Rating,Risk Score,Qualitative Notes,Quantitative Notes,Mitigation Strategy,Contingency Plan,Status,Review Date,Monitoring Method,Control Method,Documentation Link,Lessons Learned,Source (Primary / Secondary),Data Quality Flag,Primary RMS Step,RMS Step: Identification,RMS Step: Analysis – Qualitative,RMS Step: Analysis – Quantitative,RMS Step: Response Planning,RMS Step: Monitoring,RMS Step: Controlling,RMS Step: Documentation
R134,Failed acceptance test,Acceptance criteria not met during QA,Quality,Testing,Network Infrastructure,QA Team,Regional Backbone Upgrade,RBU-004,Testing,Monitoring & Controlling,QA Lead,Stakeholders,Week 11,High,High,9,Test results below threshold,,Identify root cause,Retest after fix,Open,Week 12,Test logs,Quality enforcement,https://docs.example.com/acceptance-fail,Fail in 2023,Primary,High,Monitoring,,,,?,?,,?
R135,Missing as-built drawings,Final as-built documentation not prepared before acceptance,Quality,Documentation,Network Infrastructure,QA Team,Regional Backbone Upgrade,RBU-004,Testing,Monitoring & Controlling,QA Lead,Stakeholders,Week 11,Medium,High,6,No updated drawings in repository,,Prepare as-built set,Submit for approval,Open,Week 12,Doc review,Documentation control,https://docs.example.com/missing-asbuilt,Similar gap in 2021,Primary,High,Documentation,,,,,,?,
R136,Acceptance criteria misinterpretation,Stakeholders apply incorrect acceptance standards,Quality,Compliance,Network Infrastructure,QA Team,Regional Backbone Upgrade,RBU-004,Testing,Monitoring & Controlling,QA Lead,Stakeholders,Week 11,Medium,High,6,Standards mismatch noted,,Clarify acceptance checklist,Align with contract,Open,Week 12,Acceptance review,Compliance enforcement,https://docs.example.com/criteria-error,Case in 2020,Primary,High,Controlling,,,,?,?,?,?
R137,Preventive maintenance schedule gap,Maintenance plan missing critical inspections,Maintenance,Planning,Network Infrastructure,Operations Team,Regional Backbone Upgrade,RBU-004,Maintenance,Closing,Maintenance Lead,Stakeholders,Week 13,Medium,Medium,4,Missing inspection tasks,,Revise schedule,Train maintenance staff,Open,Week 14,Plan review,Compliance check,https://docs.example.com/maintenance-gap,Gap in 2022,Primary,Medium,Documentation,,,,,,?,
R138,Security breach risk,Unauthorized access to site during maintenance,Maintenance,Security,Network Infrastructure,Operations Team,Regional Backbone Upgrade,RBU-004,Maintenance,Closing,Maintenance Lead,Security Contractor,Week 13,High,High,9,Access control failure,,Upgrade locks,Implement ID checks,Open,Week 14,Security audit,Security enforcement,https://docs.example.com/security-breach,Breach in 2021,Primary,High,Monitoring,,,,?,?,,?
R139,Spare parts shortage,Insufficient spare parts for maintenance tasks,Maintenance,Logistics,Network Infrastructure,Operations Team,Regional Backbone Upgrade,RBU-004,Maintenance,Closing,Maintenance Lead,Vendor,Week 13,Medium,High,6,Inventory below threshold,,Reorder parts,Use alternate supplier,Open,Week 14,Inventory tracking,Logistics control,https://docs.example.com/spare-parts-shortage,Shortage in 2020,Primary,High,Response Planning,,?,?,?,,?,
R140,Preventive maintenance training gap,Maintenance staff not trained on new equipment,Maintenance,Training,Network Infrastructure,Operations Team,Regional Backbone Upgrade,RBU-004,Maintenance,Closing,Maintenance Lead,Stakeholders,Week 13,Medium,Medium,4,Training records incomplete,,Conduct refresher training,Update manuals,Open,Week 14,Training review,Compliance check,https://docs.example.com/training-gap,Gap in 2023,Primary,Medium,Documentation,,,,,,?,
R141,Permit processing delay,Authority backlog slows rooftop site approval,Requirements,Regulatory,Network Infrastructure,SAQ Team,Industrial Zone Connectivity,IZC-005,Requirements,Initiating,SAQ Lead,Municipal Authority,Week 1,High,High,9,Permit queue extended,,Follow up with authority,Adjust schedule,Open,Week 2,Permit tracking,Regulatory enforcement,https://docs.example.com/permit-delay,Similar delay in 2022,Primary,High,Risk Identification,?,,,,,?,
R142,Boundary survey discrepancy,Survey data conflicts with municipal records,Requirements,Technical,Network Infrastructure,SAQ Team,Industrial Zone Connectivity,IZC-005,Requirements,Planning,SAQ Lead,Survey Contractor,Week 2,Medium,High,6,Boundary mismatch found,,Resurvey site,Update maps,Open,Week 3,Survey review,Quality control,https://docs.example.com/survey-error,Error in 2020,Primary,Medium,Analysis – Qualitative,,?,,,,?,
R143,Community protest,Residents object to Greenfield tower construction,Requirements,Stakeholder,Network Infrastructure,SAQ Team,Industrial Zone Connectivity,IZC-005,Requirements,Planning,SAQ Lead,Community Group,Week 3,Medium,High,6,Objection raised in meeting,,Engage community,Offer mitigation plan,Open,Week 4,Stakeholder engagement,Conflict resolution,https://docs.example.com/community-opposition,Similar in 2021,Primary,High,Response Planning,,?,?,?,,?,
R144,Foundation settlement risk,Soil compaction inadequate for monopole base,Construction,Physical,Network Infrastructure,Civil Works Team,Industrial Zone Connectivity,IZC-005,Implementation,Executing,Civil Supervisor,Geotechnical Engineer,Week 5,High,High,9,Settlement observed in test pit,,Recompact soil,Reinforce foundation,Open,Week 6,Foundation survey,Structural compliance,https://docs.example.com/foundation-settlement,Similar in 2020,Primary,High,Monitoring,,,,?,?,,?
R145,Incorrect tower plumb,Tower tilt exceeds tolerance during erection,Construction,Quality,Network Infrastructure,Civil Works Team,Industrial Zone Connectivity,IZC-005,Implementation,Executing,Civil Supervisor,Contractor,Week 6,Medium,High,6,Plumb check failed,,Realign tower,Retest alignment,Open,Week 7,Alignment check,Quality enforcement,https://docs.example.com/tower-plumb-error,Error in 2023,Primary,High,Controlling,,,,?,?,?,?
R146,Rooftop wind uplift risk,Non?penetrating pole at risk in high winds,Construction,Safety,Network Infrastructure,Civil Works Team,Industrial Zone Connectivity,IZC-005,Implementation,Executing,Civil Supervisor,Structural Engineer,Week 6,Medium,High,6,Wind load calc exceeded,,Add ballast,Install tie?downs,Open,Week 7,Wind testing,Safety enforcement,https://docs.example.com/wind-uplift,Similar in 2021,Primary,High,Monitoring,,,,?,?,,?
R147,Improper sealing around mounts,Water leakage risk at rooftop wall mount,Construction,Environmental,Network Infrastructure,Civil Works Team,Industrial Zone Connectivity,IZC-005,Implementation,Executing,Civil Supervisor,Contractor,Week 7,Medium,High,6,Sealant gaps found,,Apply proper sealant,Retest for leaks,Open,Week 8,Leak testing,Environmental control,https://docs.example.com/mount-sealing,Leak case in 2020,Primary,High,Monitoring,,,,?,?,,?
R148,Improper grounding of racks,Grounding not compliant with electrical code,Electrical,Safety,Network Infrastructure,Electrical Works Team,Industrial Zone Connectivity,IZC-005,Implementation,Executing,Electrical Supervisor,Contractor,Week 8,High,High,9,Inspection found missing ground,,Install proper grounding,Retest compliance,Open,Week 9,Electrical inspection,Safety enforcement,https://docs.example.com/grounding-error,Grounding issue in 2022,Primary,High,Monitoring,,,,?,?,,?
R149,Power cable insulation failure,Insulation damaged during installation,Electrical,Quality,Network Infrastructure,Electrical Works Team,Industrial Zone Connectivity,IZC-005,Implementation,Executing,Electrical Supervisor,Contractor,Week 8,Medium,High,6,Visual inspection found damage,,Replace cable,Retest insulation,Open,Week 9,Cable testing,Quality enforcement,https://docs.example.com/cable-insulation,Failure in 2020,Primary,High,Controlling,,,,?,?,?,?
R150,Delay in electrical panel installation,Panels delivered late to site,Electrical,Logistics,Network Infrastructure,Electrical Works Team,Industrial Zone Connectivity,IZC-005,Implementation,Executing,Electrical Supervisor,Vendor,Week 8,Medium,Medium,4,Vendor shipment delayed,,Reschedule installation,Use backup panels,Open,Week 9,Delivery tracking,Logistics control,https://docs.example.com/panel-delay,Delay in 2021,Primary,Medium,Response Planning,,?,?,?,,?,
R151,Fiber splice loss above limit,High dB loss at splice points,Technical,Fiber,Network Infrastructure,Telecom Implementation Team,Industrial Zone Connectivity,IZC-005,Implementation,Executing,Telecom Supervisor,Contractor,Week 9,Medium,High,6,OTDR test shows high loss,Optical budget calc,Re-splice fibers,Replace connectors,Open,Week 10,Optical testing,Performance tuning,https://docs.example.com/splice-loss,Similar in 2023,Primary,High,Analysis – Quantitative,,?,?,,,?,
R152,GSM antenna misalignment,Antenna not aligned to design azimuth,Technical,GSM,Network Infrastructure,Telecom Implementation Team,Industrial Zone Connectivity,IZC-005,Implementation,Executing,Telecom Supervisor,Contractor,Week 9,Medium,High,6,Alignment check failed,,Realign antenna,Retest coverage,Open,Week 10,Signal testing,Quality enforcement,https://docs.example.com/antenna-misalignment,Misalignment in 2020,Primary,High,Controlling,,,,?,?,?,?
R153,Integration software bug,Software error during site integration,Technical,Integration,Network Infrastructure,Telecom Implementation Team,Industrial Zone Connectivity,IZC-005,Implementation,Executing,Telecom Supervisor,Vendor,Week 10,Medium,High,6,Bug found in integration test,,Apply patch,Retest integration,Open,Week 11,Integration logs,Quality control,https://docs.example.com/integration-bug,Bug in 2021,Primary,High,Monitoring,,,,?,?,,?
R154,Failed acceptance test,Acceptance criteria not met during QA,Quality,Testing,Network Infrastructure,QA Team,Industrial Zone Connectivity,IZC-005,Testing,Monitoring & Controlling,QA Lead,Stakeholders,Week 11,High,High,9,Test results below threshold,,Identify root cause,Retest after fix,Open,Week 12,Test logs,Quality enforcement,https://docs.example.com/acceptance-fail,Fail in 2022,Primary,High,Monitoring,,,,?,?,,?
R155,Missing as-built drawings,Final as-built documentation not prepared before acceptance,Quality,Documentation,Network Infrastructure,QA Team,Industrial Zone Connectivity,IZC-005,Testing,Monitoring & Controlling,QA Lead,Stakeholders,Week 11,Medium,High,6,No updated drawings in repository,,Prepare as-built set,Submit for approval,Open,Week 12,Doc review,Documentation control,https://docs.example.com/missing-asbuilt,Similar gap in 2020,Primary,High,Documentation,,,,,,?,
R156,Acceptance criteria misinterpretation,Stakeholders apply incorrect acceptance standards,Quality,Compliance,Network Infrastructure,QA Team,Industrial Zone Connectivity,IZC-005,Testing,Monitoring & Controlling,QA Lead,Stakeholders,Week 11,Medium,High,6,Standards mismatch noted,,Clarify acceptance checklist,Align with contract,Open,Week 12,Acceptance review,Compliance enforcement,https://docs.example.com/criteria-error,Case in 2021,Primary,High,Controlling,,,,?,?,?,?
R157,Preventive maintenance schedule gap,Maintenance plan missing critical inspections,Maintenance,Planning,Network Infrastructure,Operations Team,Industrial Zone Connectivity,IZC-005,Maintenance,Closing,Maintenance Lead,Stakeholders,Week 13,Medium,Medium,4,Missing inspection tasks,,Revise schedule,Train maintenance staff,Open,Week 14,Plan review,Compliance check,https://docs.example.com/maintenance-gap,Gap in 2023,Primary,Medium,Documentation,,,,,,?,
R158,Security breach risk,Unauthorized access to site during maintenance,Maintenance,Security,Network Infrastructure,Operations Team,Industrial Zone Connectivity,IZC-005,Maintenance,Closing,Maintenance Lead,Security Contractor,Week 13,High,High,9,Access control failure,,Upgrade locks,Implement ID checks,Open,Week 14,Security audit,Security enforcement,https://docs.example.com/security-breach,Breach in 2021,Primary,High,Monitoring,,,,?,?,,?
R159,Spare parts shortage,Insufficient spare parts for maintenance tasks,Maintenance,Logistics,Network Infrastructure,Operations Team,Industrial Zone Connectivity,IZC-005,Maintenance,Closing,Maintenance Lead,Vendor,Week 13,Medium,High,6,Inventory below threshold,,Reorder parts,Use alternate supplier,Open,Week 14,Inventory tracking,Logistics control,https://docs.example.com/spare-parts-shortage,Shortage in 2020,Primary,High,Response Planning,,?,?,?,,?,
R160,Preventive maintenance training gap,Maintenance staff not trained on new equipment,Maintenance,Training,Network Infrastructure,Operations Team,Industrial Zone Connectivity,IZC-005,Maintenance,Closing,Maintenance Lead,Stakeholders,Week 13,Medium,Medium,4,Training records incomplete,,Conduct refresher training,Update manuals,Open,Week 14,Training review,Compliance check,https://docs.example.com/training-gap,Gap in 2023,Primary,Medium,Documentation,,,,,,?,
R161,Permit approval delay,Municipal permit takes longer than expected,Requirements,Regulatory,Network Infrastructure,SAQ Team,Smart City Node Deployment,SCN-006,Requirements,Initiating,SAQ Lead,Municipal Authority,Week 1,High,High,9,Authority backlog noted,,Follow up with authority,Adjust schedule,Open,Week 2,Permit tracking,Regulatory enforcement,https://docs.example.com/permit-delay,Similar delay in 2022,Primary,High,Risk Identification,?,,,,,?,
R162,Landowner dispute,Landowner refuses rooftop site access,Requirements,Legal,Network Infrastructure,SAQ Team,Smart City Node Deployment,SCN-006,Requirements,Initiating,SAQ Lead,Landowner,Week 1,High,High,9,Dispute raised during negotiation,,Engage legal team,Identify alternate site,Open,Week 2,Stakeholder meeting,Legal enforcement,https://docs.example.com/land-dispute,Case in 2021,Primary,High,Risk Identification,?,,,,,?,
R163,Environmental clearance rejection,Environmental permit denied due to protected zone,Requirements,Environmental,Network Infrastructure,SAQ Team,Smart City Node Deployment,SCN-006,Requirements,Planning,SAQ Lead,Environmental Authority,Week 2,High,High,9,Protected area identified,,Relocate site,Apply for exemption,Open,Week 3,Permit tracking,Environmental compliance,https://docs.example.com/env-clearance,Similar in 2020,Primary,High,Response Planning,,?,?,?,,?,
R164,Foundation depth error,Monopole foundation depth below design spec,Construction,Quality,Network Infrastructure,Civil Works Team,Smart City Node Deployment,SCN-006,Implementation,Executing,Civil Supervisor,Contractor,Week 5,Medium,High,6,Inspection found shallow depth,,Excavate deeper,Recast foundation,Open,Week 6,Foundation survey,Quality enforcement,https://docs.example.com/foundation-error,Error in 2023,Primary,High,Controlling,,,,?,?,?,?
R165,Anchor bolt misalignment,Anchor bolts for self?supporting tower misaligned,Construction,Quality,Network Infrastructure,Civil Works Team,Smart City Node Deployment,SCN-006,Implementation,Executing,Civil Supervisor,Contractor,Week 6,Medium,High,6,Template shift during casting,,Realign bolts,Retest alignment,Open,Week 7,Alignment check,Quality enforcement,https://docs.example.com/bolt-misalignment,Similar in 2021,Primary,High,Controlling,,,,?,?,?,?
R166,Rooftop wind uplift risk,Non?penetrating pole at risk in high winds,Construction,Safety,Network Infrastructure,Civil Works Team,Smart City Node Deployment,SCN-006,Implementation,Executing,Civil Supervisor,Structural Engineer,Week 6,Medium,High,6,Wind load calc exceeded,,Add ballast,Install tie?downs,Open,Week 7,Wind testing,Safety enforcement,https://docs.example.com/wind-uplift,Similar in 2020,Primary,High,Monitoring,,,,?,?,,?
R167,Improper sealing around mounts,Water leakage risk at rooftop wall mount,Construction,Environmental,Network Infrastructure,Civil Works Team,Smart City Node Deployment,SCN-006,Implementation,Executing,Civil Supervisor,Contractor,Week 7,Medium,High,6,Sealant gaps found,,Apply proper sealant,Retest for leaks,Open,Week 8,Leak testing,Environmental control,https://docs.example.com/mount-sealing,Leak case in 2021,Primary,High,Monitoring,,,,?,?,,?
R168,Improper grounding of racks,Grounding not compliant with electrical code,Electrical,Safety,Network Infrastructure,Electrical Works Team,Smart City Node Deployment,SCN-006,Implementation,Executing,Electrical Supervisor,Contractor,Week 8,High,High,9,Inspection found missing ground,,Install proper grounding,Retest compliance,Open,Week 9,Electrical inspection,Safety enforcement,https://docs.example.com/grounding-error,Grounding issue in 2022,Primary,High,Monitoring,,,,?,?,,?
R169,Power cable insulation failure,Insulation damaged during installation,Electrical,Quality,Network Infrastructure,Electrical Works Team,Smart City Node Deployment,SCN-006,Implementation,Executing,Electrical Supervisor,Contractor,Week 8,Medium,High,6,Visual inspection found damage,,Replace cable,Retest insulation,Open,Week 9,Cable testing,Quality enforcement,https://docs.example.com/cable-insulation,Failure in 2020,Primary,High,Controlling,,,,?,?,?,?
R170,Delay in electrical panel installation,Panels delivered late to site,Electrical,Logistics,Network Infrastructure,Electrical Works Team,Smart City Node Deployment,SCN-006,Implementation,Executing,Electrical Supervisor,Vendor,Week 8,Medium,Medium,4,Vendor shipment delayed,,Reschedule installation,Use backup panels,Open,Week 9,Delivery tracking,Logistics control,https://docs.example.com/panel-delay,Delay in 2021,Primary,Medium,Response Planning,,?,?,?,,?,
R171,Fiber splice loss above limit,High dB loss at splice points,Technical,Fiber,Network Infrastructure,Telecom Implementation Team,Smart City Node Deployment,SCN-006,Implementation,Executing,Telecom Supervisor,Contractor,Week 9,Medium,High,6,OTDR test shows high loss,Optical budget calc,Re-splice fibers,Replace connectors,Open,Week 10,Optical testing,Performance tuning,https://docs.example.com/splice-loss,Similar in 2023,Primary,High,Analysis – Quantitative,,?,?,,,?,
R172,GSM antenna misalignment,Antenna not aligned to design azimuth,Technical,GSM,Network Infrastructure,Telecom Implementation Team,Smart City Node Deployment,SCN-006,Implementation,Executing,Telecom Supervisor,Contractor,Week 9,Medium,High,6,Alignment check failed,,Realign antenna,Retest coverage,Open,Week 10,Signal testing,Quality enforcement,https://docs.example.com/antenna-misalignment,Misalignment in 2020,Primary,High,Controlling,,,,?,?,?,?
R173,Integration software bug,Software error during site integration,Technical,Integration,Network Infrastructure,Telecom Implementation Team,Smart City Node Deployment,SCN-006,Implementation,Executing,Telecom Supervisor,Vendor,Week 10,Medium,High,6,Bug found in integration test,,Apply patch,Retest integration,Open,Week 11,Integration logs,Quality control,https://docs.example.com/integration-bug,Bug in 2021,Primary,High,Monitoring,,,,?,?,,?
R174,Failed acceptance test,Acceptance criteria not met during QA,Quality,Testing,Network Infrastructure,QA Team,Smart City Node Deployment,SCN-006,Testing,Monitoring & Controlling,QA Lead,Stakeholders,Week 11,High,High,9,Test results below threshold,,Identify root cause,Retest after fix,Open,Week 12,Test logs,Quality enforcement,https://docs.example.com/acceptance-fail,Fail in 2022,Primary,High,Monitoring,,,,?,?,,?
R175,Missing as-built drawings,Final as-built documentation not prepared before acceptance,Quality,Documentation,Network Infrastructure,QA Team,Smart City Node Deployment,SCN-006,Testing,Monitoring & Controlling,QA Lead,Stakeholders,Week 11,Medium,High,6,No updated drawings in repository,,Prepare as-built set,Submit for approval,Open,Week 12,Doc review,Documentation control,https://docs.example.com/missing-asbuilt,Similar gap in 2020,Primary,High,Documentation,,,,,,?,
R176,Acceptance criteria misinterpretation,Stakeholders apply incorrect acceptance standards,Quality,Compliance,Network Infrastructure,QA Team,Smart City Node Deployment,SCN-006,Testing,Monitoring & Controlling,QA Lead,Stakeholders,Week 11,Medium,High,6,Standards mismatch noted,,Clarify acceptance checklist,Align with contract,Open,Week 12,Acceptance review,Compliance enforcement,https://docs.example.com/criteria-error,Case in 2021,Primary,High,Controlling,,,,?,?,?,?
R177,Preventive maintenance schedule gap,Maintenance plan missing critical inspections,Maintenance,Planning,Network Infrastructure,Operations Team,Smart City Node Deployment,SCN-006,Maintenance,Closing,Maintenance Lead,Stakeholders,Week 13,Medium,Medium,4,Missing inspection tasks,,Revise schedule,Train maintenance staff,Open,Week 14,Plan review,Compliance check,https://docs.example.com/maintenance-gap,Gap in 2023,Primary,Medium,Documentation,,,,,,?,
R178,Security breach risk,Unauthorized access to site during maintenance,Maintenance,Security,Network Infrastructure,Operations Team,Smart City Node Deployment,SCN-006,Maintenance,Closing,Maintenance Lead,Security Contractor,Week 13,High,High,9,Access control failure,,Upgrade locks,Implement ID checks,Open,Week 14,Security audit,Security enforcement,https://docs.example.com/security-breach,Breach in 2021,Primary,High,Monitoring,,,,?,?,,?
R179,Spare parts shortage,Insufficient spare parts for maintenance tasks,Maintenance,Logistics,Network Infrastructure,Operations Team,Smart City Node Deployment,SCN-006,Maintenance,Closing,Maintenance Lead,Vendor,Week 13,Medium,High,6,Inventory below threshold,,Reorder parts,Use alternate supplier,Open,Week 14,Inventory tracking,Logistics control,https://docs.example.com/spare-parts-shortage,Shortage in 2020,Primary,High,Response Planning,,?,?,?,,?,
R180,Preventive maintenance training gap,Maintenance staff not trained on new equipment,Maintenance,Training,Network Infrastructure,Operations Team,Smart City Node Deployment,SCN-006,Maintenance,Closing,Maintenance Lead,Stakeholders,Week 13,Medium,Medium,4,Training records incomplete,,Conduct refresher training,Update manuals,Open,Week 14,Training review,Compliance check,https://docs.example.com/training-gap,Gap in 2023,Primary,Medium,Documentation,,,,,,?,
R181,Permit processing delay,Authority backlog slows Greenfield site approval,Requirements,Regulatory,Network Infrastructure,SAQ Team,Regional IoT Hub Deployment,RIHD-007,Requirements,Initiating,SAQ Lead,Municipal Authority,Week 1,High,High,9,Permit queue extended,,Follow up with authority,Adjust schedule,Open,Week 2,Permit tracking,Regulatory enforcement,https://docs.example.com/permit-delay,Similar delay in 2021,Primary,High,Risk Identification,?,,,,,?,
R182,Boundary survey discrepancy,Survey data conflicts with municipal records,Requirements,Technical,Network Infrastructure,SAQ Team,Regional IoT Hub Deployment,RIHD-007,Requirements,Planning,SAQ Lead,Survey Contractor,Week 2,Medium,High,6,Boundary mismatch found,,Resurvey site,Update maps,Open,Week 3,Survey review,Quality control,https://docs.example.com/survey-error,Error in 2020,Primary,Medium,Analysis – Qualitative,,?,,,,?,
R183,Community protest,Residents object to rooftop tower installation,Requirements,Stakeholder,Network Infrastructure,SAQ Team,Regional IoT Hub Deployment,RIHD-007,Requirements,Planning,SAQ Lead,Community Group,Week 3,Medium,High,6,Objection raised in meeting,,Engage community,Offer mitigation plan,Open,Week 4,Stakeholder engagement,Conflict resolution,https://docs.example.com/community-opposition,Similar in 2022,Primary,High,Response Planning,,?,?,?,,?,
R184,Foundation settlement risk,Soil compaction inadequate for monopole base,Construction,Physical,Network Infrastructure,Civil Works Team,Regional IoT Hub Deployment,RIHD-007,Implementation,Executing,Civil Supervisor,Geotechnical Engineer,Week 5,High,High,9,Settlement observed in test pit,,Recompact soil,Reinforce foundation,Open,Week 6,Foundation survey,Structural compliance,https://docs.example.com/foundation-settlement,Similar in 2020,Primary,High,Monitoring,,,,?,?,,?
R185,Incorrect tower plumb,Tower tilt exceeds tolerance during erection,Construction,Quality,Network Infrastructure,Civil Works Team,Regional IoT Hub Deployment,RIHD-007,Implementation,Executing,Civil Supervisor,Contractor,Week 6,Medium,High,6,Plumb check failed,,Realign tower,Retest alignment,Open,Week 7,Alignment check,Quality enforcement,https://docs.example.com/tower-plumb-error,Error in 2023,Primary,High,Controlling,,,,?,?,?,?
R186,Rooftop wind uplift risk,Non?penetrating pole at risk in high winds,Construction,Safety,Network Infrastructure,Civil Works Team,Regional IoT Hub Deployment,RIHD-007,Implementation,Executing,Civil Supervisor,Structural Engineer,Week 6,Medium,High,6,Wind load calc exceeded,,Add ballast,Install tie?downs,Open,Week 7,Wind testing,Safety enforcement,https://docs.example.com/wind-uplift,Similar in 2021,Primary,High,Monitoring,,,,?,?,,?
R187,Improper sealing around mounts,Water leakage risk at rooftop wall mount,Construction,Environmental,Network Infrastructure,Civil Works Team,Regional IoT Hub Deployment,RIHD-007,Implementation,Executing,Civil Supervisor,Contractor,Week 7,Medium,High,6,Sealant gaps found,,Apply proper sealant,Retest for leaks,Open,Week 8,Leak testing,Environmental control,https://docs.example.com/mount-sealing,Leak case in 2020,Primary,High,Monitoring,,,,?,?,,?
R188,Improper grounding of racks,Grounding not compliant with electrical code,Electrical,Safety,Network Infrastructure,Electrical Works Team,Regional IoT Hub Deployment,RIHD-007,Implementation,Executing,Electrical Supervisor,Contractor,Week 8,High,High,9,Inspection found missing ground,,Install proper grounding,Retest compliance,Open,Week 9,Electrical inspection,Safety enforcement,https://docs.example.com/grounding-error,Grounding issue in 2022,Primary,High,Monitoring,,,,?,?,,?
R189,Power cable insulation failure,Insulation damaged during installation,Electrical,Quality,Network Infrastructure,Electrical Works Team,Regional IoT Hub Deployment,RIHD-007,Implementation,Executing,Electrical Supervisor,Contractor,Week 8,Medium,High,6,Visual inspection found damage,,Replace cable,Retest insulation,Open,Week 9,Cable testing,Quality enforcement,https://docs.example.com/cable-insulation,Failure in 2020,Primary,High,Controlling,,,,?,?,?,?
R190,Delay in electrical panel installation,Panels delivered late to site,Electrical,Logistics,Network Infrastructure,Electrical Works Team,Regional IoT Hub Deployment,RIHD-007,Implementation,Executing,Electrical Supervisor,Vendor,Week 8,Medium,Medium,4,Vendor shipment delayed,,Reschedule installation,Use backup panels,Open,Week 9,Delivery tracking,Logistics control,https://docs.example.com/panel-delay,Delay in 2021,Primary,Medium,Response Planning,,?,?,?,,?,
R191,Fiber splice loss above limit,High dB loss at splice points,Technical,Fiber,Network Infrastructure,Telecom Implementation Team,Regional IoT Hub Deployment,RIHD-007,Implementation,Executing,Telecom Supervisor,Contractor,Week 9,Medium,High,6,OTDR test shows high loss,Optical budget calc,Re-splice fibers,Replace connectors,Open,Week 10,Optical testing,Performance tuning,https://docs.example.com/splice-loss,Similar in 2023,Primary,High,Analysis – Quantitative,,?,?,,,?,
R192,GSM antenna misalignment,Antenna not aligned to design azimuth,Technical,GSM,Network Infrastructure,Telecom Implementation Team,Regional IoT Hub Deployment,RIHD-007,Implementation,Executing,Telecom Supervisor,Contractor,Week 9,Medium,High,6,Alignment check failed,,Realign antenna,Retest coverage,Open,Week 10,Signal testing,Quality enforcement,https://docs.example.com/antenna-misalignment,Misalignment in 2020,Primary,High,Controlling,,,,?,?,?,?
R193,Integration software bug,Software error during site integration,Technical,Integration,Network Infrastructure,Telecom Implementation Team,Regional IoT Hub Deployment,RIHD-007,Implementation,Executing,Telecom Supervisor,Vendor,Week 10,Medium,High,6,Bug found in integration test,,Apply patch,Retest integration,Open,Week 11,Integration logs,Quality control,https://docs.example.com/integration-bug,Bug in 2021,Primary,High,Monitoring,,,,?,?,,?
R194,Failed acceptance test,Acceptance criteria not met during QA,Quality,Testing,Network Infrastructure,QA Team,Regional IoT Hub Deployment,RIHD-007,Testing,Monitoring & Controlling,QA Lead,Stakeholders,Week 11,High,High,9,Test results below threshold,,Identify root cause,Retest after fix,Open,Week 12,Test logs,Quality enforcement,https://docs.example.com/acceptance-fail,Fail in 2022,Primary,High,Monitoring,,,,?,?,,?
R195,Missing as-built drawings,Final as-built documentation not prepared before acceptance,Quality,Documentation,Network Infrastructure,QA Team,Regional IoT Hub Deployment,RIHD-007,Testing,Monitoring & Controlling,QA Lead,Stakeholders,Week 11,Medium,High,6,No updated drawings in repository,,Prepare as-built set,Submit for approval,Open,Week 12,Doc review,Documentation control,https://docs.example.com/missing-asbuilt,Similar gap in 2020,Primary,High,Documentation,,,,,,?,
R196,Acceptance criteria misinterpretation,Stakeholders apply incorrect acceptance standards,Quality,Compliance,Network Infrastructure,QA Team,Regional IoT Hub Deployment,RIHD-007,Testing,Monitoring & Controlling,QA Lead,Stakeholders,Week 11,Medium,High,6,Standards mismatch noted,,Clarify acceptance checklist,Align with contract,Open,Week 12,Acceptance review,Compliance enforcement,https://docs.example.com/criteria-error,Case in 2021,Primary,High,Controlling,,,,?,?,?,?
R197,Preventive maintenance schedule gap,Maintenance plan missing critical inspections,Maintenance,Planning,Network Infrastructure,Operations Team,Regional IoT Hub Deployment,RIHD-007,Maintenance,Closing,Maintenance Lead,Stakeholders,Week 13,Medium,Medium,4,Missing inspection tasks,,Revise schedule,Train maintenance staff,Open,Week 14,Plan review,Compliance check,https://docs.example.com/maintenance-gap,Gap in 2023,Primary,Medium,Documentation,,,,,,?,
R198,Security breach risk,Unauthorized access to site during maintenance,Maintenance,Security,Network Infrastructure,Operations Team,Regional IoT Hub Deployment,RIHD-007,Maintenance,Closing,Maintenance Lead,Security Contractor,Week 13,High,High,9,Access control failure,,Upgrade locks,Implement ID checks,Open,Week 14,Security audit,Security enforcement,https://docs.example.com/security-breach,Breach in 2021,Primary,High,Monitoring,,,,?,?,,?
R199,Spare parts shortage,Insufficient spare parts for maintenance tasks,Maintenance,Logistics,Network Infrastructure,Operations Team,Regional IoT Hub Deployment,RIHD-007,Maintenance,Closing,Maintenance Lead,Vendor,Week 13,Medium,High,6,Inventory below threshold,,Reorder parts,Use alternate supplier,Open,Week 14,Inventory tracking,Logistics control,https://docs.example.com/spare-parts-shortage,Shortage in 2020,Primary,High,Response Planning,,?,?,?,,?,
